Date,00:00:00,00:15:00,00:30:00,00:45:00,01:00:00,01:15:00,01:30:00,01:45:00,02:00:00,02:15:00,02:30:00,02:45:00,03:00:00,03:15:00,03:30:00,03:45:00,04:00:00,04:15:00,04:30:00,04:45:00,05:00:00,05:15:00,05:30:00,05:45:00,06:00:00,06:15:00,06:30:00,06:45:00,07:00:00,07:15:00,07:30:00,07:45:00,08:00:00,08:15:00,08:30:00,08:45:00,09:00:00,09:15:00,09:30:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00
24/11/2019,34.25,33.43,38,33,34.66,35.22,33.5,28.71,27,29.14,27,27.8,27.5,25.34,23.45,23.22,20.67,18.89,21.75,16.89,17.66,15.34,14.22,13.5,11.45,8.34,7.56,8.11,8.89,8.45,9,8.22,7.22,6.22,6,6,5.78,4,4.75,3.71,1.67,2,2,2,2,1.22,1.22,0.5,0.5,1,1,1.78,1.78,1.78,2,2.78,2,2,2,2,3.56,4.33,2.78,2,2,2,2,1.22,1.22,1.22,2,2,1.22,2,2,2,2,1.22,2,1.22,2,2,2.78,3.56,3.56,4.34,4.34,3.56,4.56,3.78,3.78,4,4,3.22,3.22,3.22
25/11/2019,3.22,3.22,2.25,3,3.6,5.34,5.34,4.56,2.66,2.66,2.71,2.66,3.56,2.78,3.56,2.78,1,0.5,1.78,1,1.75,1,1,0.22,1,0.22,0.22,0.22,1,0,0,0,1,1,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.66,0.4,1.29,1.22,0.45,0.34,1.4,2,1.66,1.22,3,3,1.57,3.34,3.22,3.5,3.29,2.45,3.5,4.29,3.66,4.4,5.22,4.45,4.45,5.5,5.22,5.25,4.57,4.66,4.45
26/11/2019,4.45,4.45,5.22,6.25,7,7,7,6.5,7,5.8,5.66,6.45,6.45,8.25,7.57,8,8.8,8.5,7.86,8.66,10.4,7.45,11.56,11.56,11.78,13.34,12.75,12.78,12,14.5,13,17.89,16.25,14,11.89,13.45,13.45,12.66,11.89,9.34,9.34,7.56,6.45,5.66,6.29,3.89,6.22,6.25,3.66,3.66,3.66,2.89,4.22,2.66,2.5,3,3.78,6.34,5.56,5,5,6.78,8.56,11.11,11.34,13.11,14.11,13.56,12,13,15.78,15,16,18.56,21.89,22.11,20,21,19.66,23.78,22.29,24.78,28.11,29.11,33.22,27.78,25.75,27.29,26,29.29,32.66,32.11,31.75,35.86,37.66,40.22
27/11/2019,41.22,43,43.6,45.43,49,48,45.5,51.22,45,43.34,42.8,39.43,36.34,37.4,39,42.56,45.66,51.34,57,55.11,51.66,31.45,40.66,41.89,44.45,45.11,55.25,57.66,58.66,57.56,56.11,53.66,62.34,68.22,68.89,68.22,65.78,70.89,69,72.66,71.89,74.22,46,55,50.8,56,61.66,63.71,64.66,69.86,65.25,66,62,61.8,54.56,52.45,52.66,60.34,70.11,75.45,71.22,79.66,80.34,78.89,91.99,95.78,104.22,103.34,103.22,101.34,106.66,111.22,116.56,121.11,114.56,119.66,128.66,124.75,125.71,125.66,126.6,125.5,129.29,128.89,111.11,122.78,126,126.57,118.89,114.22,118,118.6,110.23,117.22,114.89,113.89
28/11/2019,110.78,121.66,106.11,107.45,118.34,111.34,103.56,102.56,110.34,115,105.45,107.78,111.57,105.58,109.8,112.25,103.56,92.66,95,97.56,103.45,111,107.11,104.78,107.11,107.66,111.56,112.11,108.34,112.56,114.88,99.66,105,108,109.34,111,110.45,116.89,111.11,115.45,110.45,113.77,103,108.11,117.75,117.14,119,116.66,109.89,112.33,128,118.86,116.66,116.4,109,118,119,119.75,117.11,125.89,123.78,125.56,124.78,120.89,121.45,120.25,119,116.34,115.78,118.89,102.25,113.56,113.78,116.88,124.89,124.25,114.44,109.34,115.6,115,122.58,121.45,120.45,116.56,114.89,113.11,113,106.66,105.89,106.66,106.89,109.22,109.22,108.78,108.66,104.66
29/11/2019,103.75,103.57,105.43,98.11,98.66,96.34,89.89,89.89,92,91.78,93.34,94.66,97,97.56,92.66,91.2,83.22,80.11,83,90,84,69,68.78,73.25,67.56,65,60.11,61.45,55.79,64,62.45,64.34,64.22,60.11,63.22,59.34,58.34,55,51.66,53,54.11,58,57.66,59.77,56.45,49.56,44.22,41.22,39,47.11,40.45,43.89,45,39.11,38.11,27,31.11,23,25,31.55,25.89,25.89,23.56,22.78,23,21.45,22.45,25,24.45,25.45,28.5,27.22,28.22,32.11,29,29,28.25,29.6,29.43,28.66,23.34,22.34,22.34,22.34,22.11,22.66,21.89,22.45,22.22,22.71,22.5,21.56,19,17.29,18,17
30/11/2019,17.78,19.11,16.75,16.71,15.22,15.22,13.66,15.22,16,11.11,12.66,11.11,11.89,11.89,10.11,10.11,9.89,9.89,7.34,8.89,8.66,9,7.22,6.22,6.22,6,4.45,4.22,3.34,2.4,3,2.66,2,2,1.5,1.6,0,0,1,0.78,0,0,0,0,0,0,0,0,0,1,1.78,1,1,2,2,3.78,3.23,4.22,5.22,6.22,6.45,10.22,13,14.45,16.45,16.66,21,23.78,27.34,29.11,32.11,37.45,43.34,43,45,45.45,46.45,47.66,58,57.66,59.45,63.78,65.56,60.34,61.34,62.89,63.89,65,65.86,67.78,68.5,73.34,75.25,78.71,79.34,74.2
01/12/2019,74.5,69.34,83.11,80.56,76.5,75.45,78.34,72.45,70.67,73,76.11,72.78,72.78,66.56,64.22,72.77,65.22,69.89,69.11,71.5,72.29,80.6,81,79.34,74,85.43,82.89,78,83.77,83.22,82,78.45,76.66,74.45,65.45,61.66,62,63.66,59.89,55.34,52.34,46.45,40.66,39.45,44.45,35,29.86,29.56,22.01,18,14.56,13.5,13.86,12.34,18,12.34,12.34,16,15.22,13.45,13.45,14.71,10.66,11.34,11.78,11.56,14.5,13.66,12.11,10.66,10.5,7.45,6.45,7.25,7.29,4.66,4.66,5.45,4.45,5.34,5.25,5.29,5,3.8,2.66,3.45,4.22,6,5.29,5.66,6.56,6.78,0,4.8,4.5,5.33
02/12/2019,0,7,6.25,6.57,0,8.5,6.67,5.89,0,7,8.57,8.67,0,8.75,9.57,9.44,0,9.67,8.11,8.11,0,11,10,7.67,0.25,8.44,7.44,8.22,124.27,8,9.8,9.56,600.59,8,7.78,7.78,1008.15,6.78,7.56,7.56,1324.77,6.75,10.11,8.56,1506.78,7,6.78,3.67,1238.06,5.33,4.44,4.44,796.74,6.78,6,6.25,287.91,7.78,6.4,4.67,16.32,6.22,5.75,6.57,0,5.75,5.86,6.44,0,7.44,7.6,7,0,8.67,5.67,6.44,0,7.22,5.44,4.67,0,7,7.75,7,0,7.56,6.5,6,0,5.78,6.6,7.56,6,8.86,5.67,8.11
03/12/2019,8.89,9.67,7.33,7.89,6.25,6.14,5.33,5.56,5.56,4.75,6.14,4.5,4.5,6.11,5.33,5.33,5.33,5.33,6.67,6.67,5.89,6.56,5.78,5,5.78,6.78,6,6,7,5,6.56,5.78,5.78,5.78,5.78,6.56,6.56,7.33,6.56,6.56,6.56,6.56,7.75,8.43,6.44,7.25,5.86,6.67,5.89,5.89,6,6.86,8,7.6,5.67,6,6.67,6.5,7,8,5.89,7.67,8.89,9.89,11.11,12.11,13.33,14.33,15.5,17.89,16.44,18.25,19.29,21,19.5,20.57,24.56,26.89,27.89,27.86,31.22,34.56,35.56,35.78,37.33,38.11,37.33,36.56,36.56,40.67,41.11,42.67,43.44,44.67,47.22,51.33
04/12/2019,50.78,51,49.44,51,59.78,59,58.22,56.25,59,63,58.29,57.22,56.75,57.57,61.67,55,54.14,52.67,52.25,56.43,49.67,56.67,56.44,57.56,57.33,54.56,53.56,56.44,57,61.56,54.89,54.44,53.22,48.89,46.89,41.56,37.25,35.29,33.33,31.4,29.4,25.11,18.25,16.33,13.78,14.56,15.11,12.75,14.43,13.5,14.43,14.67,17.33,19.56,17,19.56,19.78,20.78,19.44,23,26.14,28.11,29.11,30.67,37.5,44.11,44.25,45.57,48.33,45,54.89,53.89,49.56,46,34.67,34.44,35.56,35.89,33.33,27.44,23.89,21.33,19.33,19.67,17.67,16.67,17.22,15.44,15.22,17.14,13.67,15.25,13.43,12.78,23.75,13.14
05/12/2019,13.89,13.75,12.89,14.44,15.22,14.22,14.22,12.67,12.44,13.22,14.78,14,13,11.67,10.11,9.25,9.86,9.33,10,7.43,6.25,4.33,4,4,3,3,3,2.22,2.22,2,2,2,2.5,2.33,3,3.5,2,2.67,2,2,2,2,1,1.78,1.78,1.78,1,1.78,1,1,1,1,1.78,1,1,1.78,1.78,2.78,2.78,3.56,4.56,5.33,4,5.78,5,4.44,6.22,7.22,8.22,8.44,10,11.78,12.78,14,14.22,12.89,12.33,15.11,16.89,14,16.75,17.57,16.44,17.25,17.11,19.67,21.22,20.67,20.5,20.11,18.5,17.2,18.8,19.33,21,17.33
06/12/2019,18.33,19.33,20.33,19.78,23.11,21.78,23.78,26.5,28.43,28.33,31,33,35,37,33.33,32.78,34.56,34,36.56,37.78,42.11,45.71,42.11,43.5,42.78,45.75,49.89,54,49.78,48.44,52.56,49.67,50.67,49.33,52.75,52.43,52.33,55.8,49.22,56,53.86,50,44.86,44,43,43,46.67,51,38.78,39,38.67,39.89,39.56,40,38.56,39.22,42.22,44.67,48.67,48.56,51.56,55.33,64.56,73.78,74.22,75.67,80.78,79.11,82.67,88,102,97.78,97.22,94.56,95.56,97.56,103.44,107.75,110.43,113.33,115.8,119.89,121.11,120,122.67,124.67,122,120.67,114.89,120,130,122.44,132.67,130.89,135.22,130
07/12/2019,126.33,123.22,122.44,123.22,120.11,122.44,122.44,130.22,121.67,123.78,131.33,133.44,129.33,120.89,124.33,119,112.89,111.67,111,108.22,109,116.56,108.33,108.67,104.33,104.67,101.33,100.89,95,101.33,98,94.57,90.89,92.4,91,92.14,89,83.56,84.89,76.89,82.33,81.33,71.22,73.56,77.22,77.33,75.44,80.5,77.86,72.44,70.67,72,69.44,72.43,61.4,66.33,69.44,73.11,77.78,70.56,66.25,63.14,65.67,68.78,71.11,63.33,57.11,54,54.29,55.33,63.44,62.67,59.56,54.89,61.89,56.67,47.33,50.44,48.89,53.56,52.78,50.44,52,51.22,48.44,50.78,49.22,47.67,49.75,50,54,53,54,56,57.78,62.67
08/12/2019,61.33,64.89,64.33,70.22,68.11,57.67,69.56,66.11,76.67,76.89,79.67,76.78,81.89,82.89,78.44,72.44,81.22,90.22,84.22,84.44,90.6,82.78,89.44,83.67,91.89,89.22,87.33,87.56,91.11,105.44,92.44,99.89,100.89,99.78,100.78,98.89,100.11,107.56,104.67,106.67,111.78,112,116.44,116.89,116.56,117.78,121.11,120,117.11,122,115.22,118.56,118.78,117.22,101.78,116.78,124,121.11,119.78,118.44,118.67,125.89,125.33,119.5,122.67,122.25,122.33,122.75,122,123,120.89,119.56,123.67,122.11,124.44,130.11,127.33,130,131,127.33,124.33,123.2,121.5,110.71,105.44,125.89,126,124,123.22,124.33,104.11,116,113.11,118.78,113.56,122.33
09/12/2019,123.11,121,126,125.11,124.56,117.6,115.67,112.78,111.44,118.22,101.11,104.22,107.89,108.25,110.14,109,118.33,119.89,123.78,123,116.33,115.89,115.11,111.5,115.89,115.89,107.5,110.67,113,119,116,118,121,120.67,124,116.75,122.11,120.78,126.44,124.33,124.56,120.67,108.67,109.67,109.89,110.44,114.89,111.56,109.78,109.89,103.78,102.89,99.11,89.89,100.11,97.11,82,70.67,69.78,65,67.86,67.57,55.75,60.57,67,66.8,68,65.25,61.89,66.22,77,77.22,77.67,78.44,72.22,76.33,80.25,75.11,76.67,73.43,72.67,70.2,70,72.67,74,71.33,71,76.89,70.33,68.22,73.78,82.71,78.33,81.11,83.11,86.67
10/12/2019,81.44,90.6,86.89,86.11,85.33,88.56,78,79.11,78.67,75.89,72.89,70.89,63.22,62.78,55.11,50.78,48.78,50.67,51.78,50.56,44.89,46,47.89,35.78,39.44,36.67,37.78,36.33,32,28.56,23.25,23.56,19,16.33,13.8,12,7.33,7.33,8.2,5.11,4.11,6.44,9.22,9.22,7.67,6.89,6.89,6.89,7.44,5.11,5.25,7.57,5.33,6.2,4.4,5,4.67,3.8,5.5,6.33,7,5.67,10,13.33,12,16.11,17.11,17.43,19.25,20.43,24.4,24,28.11,24.22,25,26,28.33,29.11,30.89,28.56,27.78,28.78,29.78,31.56,30,31.22,34.78,36.75,38.71,40.67,45.5,47,52.33,52.57,59.33,61.5
11/12/2019,63.44,66,66.71,66.67,65.56,71.75,67.57,66.33,64.2,57.5,54,46,55.89,49.44,46.89,41.75,40,39.78,37.75,37.43,38.11,47.29,38.89,38.11,35.56,37.11,36.33,30.67,26.78,27.67,23.22,23.44,22.11,19.56,18.33,18.89,20.22,19.22,19,18.75,18,19.33,14,16.56,17.89,14,14,13.8,13,14,16,10,15.67,17.44,23,18.56,18.78,19.22,22,20.89,19,18.67,26.89,25.78,28.25,26.44,30.5,34.57,33.33,37,30.33,32.89,38,40.78,43.33,49.44,51.44,47.75,52,50.67,48.89,46.78,46.22,45.67,46.44,45.44,44.44,48.11,47.89,45.33,39,41.43,41,41.8,41.5,40.67
12/12/2019,41,40.56,37.78,30.33,31.44,29.44,29.25,25,24.67,23.67,22.4,22.78,22.56,21.78,22.56,23.11,20,22.56,22.56,21,21.67,22,19.89,20.89,19.56,22.11,22.33,22.78,23,22.44,22.89,27,29,28.44,28.25,29.43,28.67,28,32.5,32.56,32,33.78,39,33.78,33,38.67,36.56,32.67,33.67,33.44,31.89,29.33,26,30.67,28.6,35.67,30.78,27,27.14,29.33,26.89,26.11,24,25.71,27.11,29.8,29.5,30.67,29.2,28,27,28,32.89,34.11,38.44,40.44,45,46.22,49.78,51.78,56.89,51.89,54.67,55.67,55.89,62.33,65.89,71.56,73.56,70.11,70.44,74.78,71.33,72.5,76.89,79.44
13/12/2019,76.78,77,81.89,82.89,87.78,86.44,86.89,90.78,91.78,98.22,94.75,92.43,95.67,92.44,93.25,89.33,87.44,84.11,93.22,88.33,93.44,98.11,93.78,91.33,80.89,77.25,76.43,79,83,77.5,82.67,85,82.89,84.89,83.22,88.33,86.44,94.67,88.89,91.67,107.11,107.78,93.56,113.89,110.75,100.67,98.22,102.78,100.11,100.56,103.89,107.44,103,107.89,128,115.67,133.11,128.44,131.78,130.29,129.75,133,139.44,132,138.11,129,135.22,137.67,133.11,130,134.57,134.67,134.75,132,135,137.75,138,137.22,131.78,134.33,136.11,139.29,140,140,137.14,139.33,146.6,143.5,130.89,131.67,144.33,137.44,114.22,117,114.43,123.11
14/12/2019,116,116,115,121.22,119.67,112.67,116.56,120.67,114.67,113,107.5,111.67,117,112,119.22,126.44,124.33,116.22,115.67,114.33,117,120.78,125.89,123.44,118.44,115,124,135.5,142,137,165.44,160.22,152.11,151.25,167.11,165,161.67,162.75,164,159.33,163,164.56,147,143.67,142.89,139,138.22,139,139,141.89,138.56,148.44,145.89,149.25,159.89,161,151,138.2,136.67,129,143.89,150.33,159.67,137.33,136,131.56,148.4,152.4,150.5,151,145,146.67,144,150.56,142.56,151.67,150.67,147.11,150,147.22,142.67,137.89,131.33,126.67,127.22,117.56,119,117.56,109.67,92.11,84.33,90.56,72,62.4,61,61.67
15/12/2019,71,47.33,54,58.33,60.33,64.56,66.44,68.11,75.22,78.44,87.11,91.89,101.56,104.11,108.44,114.33,116.33,119.11,119.78,124.89,127.22,147.56,140.78,129.56,111.25,110.56,114.75,119.56,123.5,130,134.78,139.44,132.67,130.56,132.11,133.11,134.11,132.33,140.11,140.11,139.89,142.33,140,124.22,127.89,135.22,136.33,134.33,118.89,119.89,104,124.67,115,89.44,96.89,98,86.67,87.78,80.11,71.11,69.67,64.78,55.78,52.44,51.22,48.67,50.56,47,48.89,48.44,40,34.56,34.11,36.22,34.22,29.33,29.86,30,31,29.11,27,29.44,23.67,22.71,21,20.78,23.11,22.11,19.78,19.56,22.56,17.86,20,20.78,19.78,22.11
16/12/2019,22.11,24.67,29.56,26.44,26.67,27.67,28.67,32,31.5,31.89,31.89,33.67,33.11,37.22,35.67,38,32,33.78,36.11,34,35.71,35.44,37,36.44,37.25,32.33,26.67,28.78,32.67,32.89,35,34,33.78,35.11,32.33,28.22,26.44,23.67,25,23,18.67,23.11,20.44,22.33,17.57,15.33,14,11,10,8.71,9.67,9.4,9.5,12.33,13,14.78,11.11,12.11,12.33,14.89,17.44,17.89,22.22,23.67,27.22,28.44,28.67,34.56,38.5,40.67,42.5,42.89,44.89,50.33,54.22,56.78,56.78,63.78,59.89,64.78,67,75.89,69.67,65.22,60.56,54.33,52,54.11,61.11,54.89,52,54.86,54.33,56.2,59.5,62.11
17/12/2019,69.25,61.89,57.78,57.56,55.78,56.33,51.67,45.29,37,39,47.56,36.25,32,41,41.56,44.25,42.56,38.67,41,42,48.44,42.89,41.89,43.44,42.44,45.33,41.22,37.89,30.67,34.33,27.89,24.56,23.33,20.78,18.22,14.11,9.22,9,9.33,8.33,7.89,8.44,8.25,9.78,8.78,7,7,7.78,6,5.33,6,6.67,7,8.67,9,9.78,8.33,10.56,9.75,13.67,16,17,22.44,22.67,24.22,26.56,26,16.67,15.11,15.33,18,19.78,22.33,22.56,20.67,23.44,23.89,25.67,23.56,30,34.33,40.22,36,42.44,48.33,45.44,56.78,58,62.11,64.33,78.67,76,76.44,80,91.5,90
18/12/2019,97.22,101.33,94.75,97.89,94.5,82.4,76.89,79.22,76.89,79,72,67.89,58.33,50.89,50.22,48.22,43.89,42.44,41.22,38.44,39,27,30.67,32,31,27.67,32.11,30.33,30.89,35.5,30,29.22,30.2,34.71,32,29.8,28.5,23.67,22.89,17,15.78,19.44,24,21.44,17.33,15.33,14.11,12.11,12.44,11.5,12.78,9.57,7,6.14,6,6,6,5.67,6.78,7,7,5.67,8.44,9.44,8.89,9.11,10.11,12.89,13.89,15.11,17.22,17.67,22,22.5,21.89,26.25,30.33,32.11,35.22,42.22,45.56,49.44,49.67,53.56,54.56,52.22,57,57.29,58.67,57.75,56.44,61.67,56.78,61.78,52,50.78
19/12/2019,51.89,51.25,47.57,45.78,42.25,41,41.22,40.25,38.29,39,37.8,36.67,37.75,34.11,33.11,28.33,26.5,22.33,20,20.56,21.33,29.22,27.67,25.11,22,21.78,24.67,27,28.33,23,23.56,25.67,30.11,26.56,21.67,16.75,14.22,13.22,9.89,11.25,7.89,8.67,6.4,4.8,6,5,6.56,5.78,5,4.5,4.67,4,5.67,6.78,6,6.67,7,7.22,11.33,11.56,11.78,12,15.25,13.22,16.33,15.6,13.67,17.33,20.11,20.89,22.33,23.11,29.56,32.67,30.89,30.33,29.56,28.78,35.22,37,38.56,39.75,46.78,49.33,50.33,47.22,41.78,45.67,53.22,44.11,57.11,53,45.33,45,44.5,43.67
20/12/2019,43,38,33.56,33,34,34.22,39.11,42.75,43.44,52.25,60.44,61.44,63.44,65,62.89,76.89,84.11,84.11,103,90,85,83.33,82.33,82.11,82.89,84.44,87.56,86,88.75,101.6,94.5,98,92,91,96.22,80.22,86,87.11,84.33,74.33,74.67,71.89,58.56,61.78,61.89,55.22,49.25,50.78,41,40.2,25,26.11,24.11,24.89,24,25.78,30.22,28.11,34.33,40,44.89,57.11,59.56,67.67,65.44,63.22,70.89,72.11,71.78,78.78,108.25,105.44,97.75,99.29,92,89.33,95.5,89.33,86.44,79.78,70,71.89,74.56,80.56,65.67,52,53.89,50.33,53,57.44,47.67,49,45.44,42.11,45.78,41.44
21/12/2019,43.56,41.56,34.11,32.11,30.89,29.67,25.33,28.78,28.89,24.56,21.56,19.56,23,20.33,22.89,21.75,23,20.25,23.56,19.44,18.25,29.22,23.56,21,18.8,19.5,16.11,16.89,17.11,19,17.67,18.44,20.22,21.67,17.89,18.67,17.11,17.89,16.25,16.14,17.67,17.2,14.22,15,15,14.44,16.22,18,18.22,19.44,22,19.89,20.33,21.89,16.25,20.29,18,19.6,23.56,21.33,15.78,23,19.33,21.11,22.11,22.11,27.56,27.56,32.22,29.89,27.33,30.44,31.22,29.75,28.56,27,28.56,27.78,30.11,29.33,26.78,24.67,26.44,28.44,27.89,28.33,30.56,37.22,40.78,45.11,47.56,51.11,51,52.22,58.33,58.71
22/12/2019,63.75,72.11,77,74.33,75.56,74.78,70.25,75.86,74,75.6,72,66.67,65.33,64.25,57.67,51,53.11,56.78,56,61.29,63,54.4,54,51.67,48,50.6,50.5,51.33,54,41,46.11,46.78,46.44,51.78,60.22,59.33,66.22,62,64.22,63.67,58.67,65.89,61.56,65.11,64,72,63.89,64.89,63.56,66.11,68.67,68.11,62.11,69.78,75.89,71.11,78,96.78,100,100.11,104.89,87.89,97.89,105,111,129,132.5,135.67,141,131.71,139.5,135.57,135.67,133,131,126,123.44,127.89,126.11,127.44,128.25,131.14,138.78,134,121.29,125.78,127.5,128.57,119.89,119.5,120.11,114.57,112.57,108.33,118,114.67
23/12/2019,114.25,120.67,112.75,110.14,108,110.89,116.75,111,113.33,112.8,109,109,104,107.67,105.67,113.5,107.56,104.5,104.56,101,103.56,97,99.11,100.44,91.14,91.67,91.89,93.5,89.29,92.67,90.86,90.67,83,83.5,93.67,92.89,91.56,96.44,105.22,103,100.22,102.33,121.5,114.57,112.67,112.6,97.89,100.78,99.22,101.11,97.56,100.29,97.67,97.4,76,79.5,84.11,89.56,103,101.67,102.44,100.33,94.33,103.89,99.67,100.44,98,90.71,100.56,98,104.67,105.6,104,106.33,102,112.67,104.67,98.22,105.78,99.11,92,85.44,91,90.2,84.67,88.78,86.5,80,82.11,84.67,86.44,86.67,80.44,85.67,79.44,79.22
24/12/2019,72,71,77.56,75.78,81.56,85.22,82.67,75.22,66.44,67.78,65.78,66.33,62.22,57,58.71,55.33,58.22,63.5,52,55.57,52.89,50.8,52,44.78,47.89,55.11,58.44,60.22,61.22,49.22,58,57.44,62.33,68.22,68.67,68.33,64.89,68.11,70.56,70.22,70.11,78,80.89,87,89.44,89.11,90.56,101.11,98.67,99.11,104.22,107.78,112.11,109.67,117.75,122.71,132.67,131,134.5,133,128,144.89,145.44,139.78,138,128.22,129.56,124.44,129.67,116.8,116,106.89,109.5,111,117.44,125.67,127.44,126.5,122.71,139.5,145.56,139.5,143.22,149.25,140.71,142.56,151.25,151.67,142.75,145.86,138.33,148,138.44,138.78,134.44,125.44
25/12/2019,121.89,122.44,118.33,125.89,115.56,113.78,112.56,110.75,115,105.22,98,94.67,99.11,103.25,96,104.33,110.56,114.44,107.67,108,117.78,118.44,113,116.57,107.56,105.22,110.75,111.57,123.89,114,130.11,115.33,119,119.78,104.44,113.22,122,119.89,131.5,133.78,136.5,138.86,136.5,135.33,131,131.56,112.44,113,121.11,113.44,130.89,124.78,108.56,115.67,121.33,104.11,106.56,109.78,99.78,87.22,88.11,85.67,75.44,79.44,75.44,73.22,67.11,67.44,60.56,62.22,49.56,49.67,40.44,33,33.33,34.22,35.33,31,32.11,27.78,24.22,27.11,22,21,20.78,20.56,17.22,16.22,16.78,18.11,12,16.14,17,14.8,12,11.33
26/12/2019,9.44,6.89,5.09,4.2,3.75,2.86,3.5,2.44,1.2,1,0.67,0.5,0.5,1,0,0,0.78,0.78,0.78,0.78,1.78,1,1,1.78,1.78,1.78,1.78,1.78,1.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,3.56,3.5,3.43,3.33,3.75,3.78,3.78,3.78,3,3,3,3.78,3,2.22,1.5,1.57,1,2,2,2.78,4.33,6.11,6.11,6.33,8.89,8.89,9.11,8.33,8.33,6,6.78,13.22,13.22,15.56,15,17.56,19.33,17.44,20.78,24.11,34,37,42,34.29,38.44,33.22,35,29.33,25.8,23.14,24.67,28.11,29.67,33.43,28.89,32.6,32,32.5
27/12/2019,32.43,32.25,29.71,30.33,24.67,23.89,25.25,20.56,21.11,21.11,21.11,18.56,16.22,17,19.33,19.33,18.56,18.56,16,15,15,15.44,13.89,12.89,12.89,11.89,8.56,7.78,7.56,4.5,5.25,4.57,5.67,3.67,4.44,5.25,6,7,5.44,5.44,6.22,7,2,4.33,5,5,4.67,5.75,8.33,7.56,8.56,9.33,9.56,8.78,9.75,9.71,11.33,10,9.44,10.22,12,9.44,11,13.25,12.43,12.56,10.29,9.33,8.44,8.44,8.22,6.67,5.67,4.89,5.75,5.14,5.67,5.67,5.67,5.67,6.44,9,12.89,13.67,11.89,11.11,10.33,8.78,9.56,9.56,8.22,9,9.67,10.2,9.5,11.33
28/12/2019,9,8.71,8.67,8.2,7.5,9,9.89,7.33,6.56,6.33,6.33,7.11,5.25,3.75,4.56,3.78,5.56,7.11,6.33,7.11,6.33,10.33,9.56,8.78,10.33,11.11,13.44,15.5,15.78,19.5,15.5,17.11,17.75,16.89,15.11,14.25,12.43,9.29,10.78,12.11,11.33,12.11,9,8.22,9,7.44,6.67,7.44,6,5.14,4.67,5.6,5.33,5.6,5,4.8,5.5,6.33,7,5.67,6.67,9.22,11.22,11.44,15,17.56,19.33,21.25,23.57,25.33,27.5,28,32.29,32.25,34,34.25,35.71,35,36.44,36.44,40.89,37,31.33,29.25,27.78,27.78,28.56,27.78,27,27.78,33.67,29.56,29.33,28.25,26,28.89
29/12/2019,27.11,30.22,30.75,32.57,38.56,38.75,40.14,45.56,41,38.43,33.67,35.78,35,32.22,28.33,25,22.44,19.11,18.33,18.89,20.44,23.22,26.14,29.25,28.67,27.5,30.14,29,28,23.78,27.44,26.44,25.44,24.44,22.67,20,19.57,19.67,16.75,17.44,17.75,16.71,14.5,13,10.5,7.11,7,6.86,6.33,4.89,5.75,6.57,6.67,6,3.67,4,4.67,5,5.67,4.67,5.8,8,11.33,15.22,19.33,27.33,28.33,24.67,21.25,26.44,23.5,25.29,26.44,25.5,23.89,21.33,21.25,18,17,19.33,16.78,16.75,17.43,15,14,13.22,12.44,13.25,13.78,15.33,17.43,16.56,19.67,19.44,16.33,16.33
30/12/2019,14.56,13,14.78,14,13.22,14.78,14,14,15.56,17.11,17.89,17.89,18.67,18.67,17.89,17.89,18.67,17.11,18.67,17.89,18.89,26.67,23.56,22.56,25.67,25.89,23.56,25,24.14,23,24.8,27,27.8,31.56,30.25,29.86,27.67,27.2,27.5,22.33,18,27.89,23.11,22.75,23.44,20,19.89,13.4,12.5,14.43,12,12.6,11,8.67,7,7,5.44,4.67,4.67,4.67,4.67,5.44,7,7.71,8.33,10,8.43,7.33,7,6.71,6,5,5.78,6.56,6.56,5.78,5,5,5,6,6,7,7.4,8,9,12.11,12.33,11.56,16.44,19,17.89,17.33,17.33,17.56,17.78,25.22
31/12/2019,27,33.67,38,38.44,40.44,37.78,41.56,42,46.56,47,52.89,58.78,62.11,62.33,63.11,66.5,70.33,71.11,73.25,69.86,64.33,62.44,65.33,64.33,70.89,69.89,65,57.78,58.33,57.33,54,51.22,47.67,43.33,39.78,41.67,37.33,39.22,37.22,35,26.56,23.78,27.33,17.56,17.33,15.89,17.77,14.29,13.41,12.47,10.5,9.46,7.33,6.25,6,5.29,5.78,5,5.56,3.6,6,5.33,3.78,3,2.22,3,3.78,4.78,3.33,4.78,5.78,7.5,8.14,6,5.22,6,10.11,8.56,5.4,6,6,6,9.33,9.33,11.67,11.89,13.44,12.89,11.25,8.22,10.56,10.56,9.78,10.56,11.33,11.33
